km/l;IAT;RPM;MAP;km/h;Carga do Motor;Acelerador(%);class
8,695652174;57;2334;98;49;44;47,84;driver5
9,174311927;57;2334;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;47,84;driver5
8,474576271;57;2533;98;52;87;22,35;driver5
8,474576271;57;2533;98;52;87;22,35;driver5
8,474576271;57;2533;98;52;87;22,35;driver5
18,51851852;57;2533;45;52;87;22,35;driver5
20,40816327;57;2533;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;22,35;driver5
19,23076923;57;2648;45;57;6;12,55;driver5
19,23076923;57;2648;45;57;6;12,55;driver5
19,23076923;56;2648;45;57;6;12,55;driver5
43,47826087;56;2648;20;57;6;12,55;driver5
26,31578947;56;2648;20;35;6;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;12,55;driver5
71,42857143;56;1019;20;35;41;15,29;driver5
71,42857143;56;1019;20;35;41;15,29;driver5
24,3902439;56;1019;57;35;41;15,29;driver5
11,76470588;56;1019;57;17;41;15,29;driver5
11,76470588;56;1019;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;15,29;driver5
13,88888889;56;868;57;17;38;25,88;driver5
13,88888889;56;868;57;17;38;25,88;driver5
11,9047619;56;868;66;17;38;25,88;driver5
11,9047619;56;868;66;17;38;25,88;driver5
9,803921569;56;868;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;25,88;driver5
6,25;56;1368;66;14;47;15,29;driver5
6,25;56;1368;66;14;47;15,29;driver5
8,771929825;56;1368;47;14;47;15,29;driver5
8,771929825;56;1368;47;14;47;15,29;driver5
8,130081301;56;1368;47;13;38;15,29;driver5
10,86956522;56;1026;47;13;38;15,29;driver5
10,86956522;56;1026;47;13;38;15,29;driver5
10,86956522;56;1026;47;13;38;15,29;driver5
10,86956522;56;1026;47;13;38;15,29;driver5
